"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"183347","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 表单校验 验证枚举值下拉框已选择in但值输入框为空时点击保存提示校验错误","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置（选择数据源=Doris，数据库=test_db，数据表=quality_test_num，规则包名称=且关系校验包），点击【下一步】进入 Step 2 监控规则，在规则包“且关系校验包“中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置字段=score、取值范围>1且<10、枚举值 category in &#039;1,2,3&#039;、条件关系=且、强弱规则=强规则，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_and“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_and“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“且关系校验包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】
3. 在当前规则配置表单中按顺序填写如下：
- *字段: score
- *取值范围行: 期望值输入 1，操作符选择 >
- *枚举值行-枚举值类型: 选择 in
- *枚举值行-枚举值信息: 留空不输入任何值
- *条件关系: 选择【且】
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
4. 点击【保存】按钮","1. 规则集管理页面正常打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，新增规则配置区域展开，统计函数显示「取值范围&枚举范围」
3. *字段下拉框显示已选中 score，取值范围操作符显示 >、期望值显示 1，枚举值类型显示 in、枚举值信息为空，条件关系显示「且」
4. 保存失败，页面在枚举值信息输入框位置展示红色校验错误提示「请输入枚举值」，规则未被保存","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","向林","2026-04-10","","0000-00-00","1","",""
"183346","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 表单校验 验证取值范围设置期望值已填写但操作符未选择时点击保存提示校验错误","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置（选择数据源=Doris，数据库=test_db，数据表=quality_test_num，规则包名称=且关系校验包），点击【下一步】进入 Step 2 监控规则，在规则包“且关系校验包“中点击【新增规则】，统计函数选择【取值范围&枚举范围】，配置字段=score、取值范围>1且<10、枚举值 category in &#039;1,2,3&#039;、条件关系=且、强弱规则=强规则，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_and“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_and“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“且关系校验包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】
3. 在当前规则配置表单中按顺序填写如下：
- *字段: score
- *取值范围行-期望值: 输入 5
- *取值范围行-操作符: 保持默认空选项（不选择任何操作符）
- *枚举值行-枚举值类型: 选择 in
- *枚举值行-枚举值信息: 依次输入 1、2、3
- *条件关系: 选择【且】
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
4. 点击【保存】按钮","1. 规则集管理页面正常打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，新增规则配置区域展开，统计函数显示「取值范围&枚举范围」
3. *字段下拉框显示已选中 score，取值范围期望值显示 5、操作符未选择，枚举值类型显示 in、枚举值信息显示 1、2、3，条件关系显示「且」
4. 保存失败，页面在取值范围设置操作符位置展示红色校验错误提示「请选择操作符」，规则未被保存","1. 
2. 
3. 
4.","","2","功能测试","功能测试阶段","正常","0","1","4","通过","向林","2026-04-10","","0000-00-00","1","",""
"183345","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 string类型字段强转double验证 验证string类型字段在规则集中配置取值范围&枚举范围规则时系统可正常保存","1) 使用 admin 账号登录数据资产平台<br />2) 已在 Doris 数据源中准备测试表及数据：<br />DROP TABLE IF EXISTS test_db.quality_test_str;<br />CREATE TABLE test_db.quality_test_str (<br /> id INT NOT NULL,<br /> score_str VARCHAR(50),<br /> category VARCHAR(50)<br />) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br />INSERT INTO test_db.quality_test_str VALUES<br /> (1, &#039;5&#039;&nbsp; , &#039;2&#039;),<br /> (2, &#039;5.0&#039;, &#039;4&#039;),<br /> (3, &#039;15.0&#039;, &#039;1&#039;),<br /> (4, &#039;abc&#039;, &#039;3&#039;),<br /> (5, &#039;-1.0&#039;, &#039;5&#039;);<br />3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br />- *选择数据源: Doris<br />- *选择数据库: test_db<br />- *选择数据表: quality_test_str<br />- 规则集描述: 无<br />- *规则包名称: string强转包<br />点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 id，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_str“创建<br /><br />","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_str“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“string强转包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】，按顺序填写如下：
- *字段: score_str
- *取值范围设置: > 1 【且】< 10
- *枚举值设置: in 5、5.5、15
- *取值范围和枚举值关系: 且
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
3. 点击【保存】按钮，再点击页面底部【保存】完成规则集保存
4. 在规则任务中引用该规则集并执行校验任务，等待任务运行完成后查看校验结果","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 字段下拉框中 score_str（VARCHAR 类型）可被选中；枚举值类型以下拉框方式展示，默认回显【in】，展开后包含【in】和【not in】两个选项，规则配置表单正常展开
3. 规则保存成功，string 类型字段可正常配置取值范围&枚举范围规则
4. 校验结果中 string 类型值被正确强转为 double 类型进行比较：
1) '5' 强转为 5.0，满足 >1 且 <10，且属于枚举值 5、5.5、15，校验通过
2) '5.0' 强转为 5.0，满足 >1 且 <10，且属于枚举值 5、5.5、15，校验通过
3) '15.0' 强转为 15.0，虽属于枚举值 5、5.5、15，但不满足 <10，校验失败
4) 'abc' 无法转为 double，空值
5) '-1.0' 强转为 -1.0，不满足 >1，校验失败","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","3","4","通过","向林","2026-04-10","向林","2026-04-20","3","",""
"183344","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 枚举值 in/not in 切换 验证原有枚举值规则同步新增not in选项且可正常保存","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 原枚举值包<br>点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 id，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_enum_orig“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_enum_orig“，点击操作列的【编辑】按钮，进入 Step 2 监控规则，在“原枚举值包“中点击【新增规则】，在统计函数下拉框中选择原有的【枚举值】规则类型，查看枚举值设置行中下拉框选项
3. 在枚举值设置下拉框中选择【not in】，按顺序填写如下：
- *字段: category
- *枚举值信息: 依次输入 4、5
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
点击【保存】按钮，再点击页面底部【保存】","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 枚举值设置下拉框中包含【in】和【not in】两个选项
3. 规则保存成功，规则列表中对应规则的枚举值列显示 not in '4,5'","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-04-10","","0000-00-00","1","",""
"183343","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 枚举值 in/not in 切换 验证在规则集中枚举值选择not in保存成功","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: notin校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 id，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_notin“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_notin“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“notin校验包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】，按顺序填写如下：
- *字段: category
- *取值范围行: 不填写，保持为空
- *枚举值行-枚举值类型: 选择 not in
- *枚举值行-枚举值信息: 依次输入 4、5
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
3. 点击【保存】按钮，再点击页面底部【保存】完成规则集保存","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，规则包名称显示“notin校验包“，关联表显示 test_db.quality_test_num
3. 规则保存成功，规则列表中对应规则的枚举值设置列显示 not in '4,5'","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-04-10","","0000-00-00","1","",""
"183342","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 规则配置-仅枚举值配置 验证在规则集中仅填写枚举值可正常保存","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 仅枚举值包<br>点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 id，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_enum“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_enum“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“仅枚举值包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】，按顺序填写如下：
- *字段: category
- *取值范围行: 不填写，保持为空
- *枚举值行-枚举值类型: 选择 in
- *枚举值行-枚举值信息: 依次输入 1、2、3
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
3. 点击【保存】按钮，再点击页面底部【保存】完成规则集保存","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，规则包名称显示“仅枚举值包“，关联表显示 test_db.quality_test_num
3. 规则保存成功，规则列表中对应规则的枚举值列显示 in '1,2,3'，取值范围列显示 --","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-04-10","","0000-00-00","1","",""
"183341","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 规则配置-仅取值范围配置 验证在规则集中仅填写取值范围可正常保存","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 仅取值范围包<br>点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 id，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_range“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_range“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“仅取值范围包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】，按顺序填写如下：
- *字段: score
- *取值范围行: 期望值输入 0，操作符选择 >=
- *枚举值行: 不填写，保持为空
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
3. 点击【保存】按钮，再点击页面底部【保存】完成规则集保存","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，规则包名称显示“仅取值范围包“，关联表显示 test_db.quality_test_num
3. 规则保存成功，规则列表中对应规则显示如下：
1) 取值范围列显示 >=0
2) 枚举值设置列显示 --
3) 且或关系列不显示（仅一项规则时无需关系）","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-04-10","","0000-00-00","1","",""
"183340","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 规则配置-或关系 验证在规则集中配置取值范围&枚举范围规则或关系时保存成功","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>3) 已通过【数据质量 → 规则集管理】页面点击【新建规则集】，完成 Step 1 基础信息配置如下：<br>- *选择数据源: Doris<br>- *选择数据库: test_db<br>- *选择数据表: quality_test_num<br>- 规则集描述: 无<br>- *规则包名称: 或关系校验包<br>点击【下一步】进入 Step 2 监控规则，在规则包中点击【新增规则】，统计函数选择【非空值数】，字段选择 id，点击规则行【保存】，再点击页面底部【保存】完成规则集“ruleset_15695_or“创建","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 找到“ruleset_15695_or“，点击操作列的【编辑】按钮，进入 Step 2 监控规则页面，在“或关系校验包“中点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】，按顺序填写如下：
- *字段: score
- *取值范围行: 期望值输入 1，操作符选择 >
- *条件关系: 选择【或】单选按钮
- *枚举值行-枚举值类型: 选择 in
- *枚举值行-枚举值信息: 依次输入 1、2、3
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: 无
3. 点击【保存】按钮，再点击页面底部【保存】完成规则集保存","1. 规则集管理页面打开，列表显示已有规则集数据行
2. 规则集编辑页 Step 2 打开，规则包名称显示“或关系校验包“，关联表显示 test_db.quality_test_num
3. 规则保存成功，规则列表中新增规则的且或关系列显示「或」","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","1","3","通过","向林","2026-04-10","","0000-00-00","1","",""
"183339","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】有效性，支持设置字段多规则的且或关系(#10461)","","数据质量 规则集管理 规则配置-新增取值范围&枚举范围规则 验证在规则集中按完整顺序新建取值范围&枚举范围且关系规则（数值类型字段）","1) 使用 admin 账号登录数据资产平台<br>2) 已在 Doris 数据源中准备测试表及数据：<br>DROP TABLE IF EXISTS test_db.quality_test_num;<br>CREATE TABLE test_db.quality_test_num (<br>  id INT NOT NULL,<br>  score DOUBLE,<br>  category VARCHAR(50)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3 PROPERTIES(“replication_num“=“1“);<br>INSERT INTO test_db.quality_test_num VALUES<br>  (1, 5.0, &#039;2&#039;),<br>  (2, 15.0, &#039;4&#039;),<br>  (3, 3.0, &#039;1&#039;),<br>  (4, -1.0, &#039;3&#039;),<br>  (5, 8.0, &#039;5&#039;);<br>-- 说明：score 字段期望 >1 且 <10；category 枚举值期望 in &#039;1,2,3&#039;<br>-- 符合且关系（两者均满足）的记录：id=1(score=5,category=2)、id=3(score=3,category=1)<br>-- 不符合的记录：id=2(score=15越界)、id=4(score=-1越界)、id=5(category=5不在枚举)","1. 进入【数据质量 → 规则集管理】页面，等待规则集列表加载完成
2. 点击【新建规则集】，在 Step 1 基础信息中按页面实际顺序填写：
- *选择数据源: Doris
- *选择数据库: test_db
- *选择数据表: quality_test_num
- 规则集描述: 无
- *规则包名称: 且关系校验包
点击【下一步】
3. 在 Step 2 监控规则中，在规则包“且关系校验包”下点击【新增规则】，在统计函数下拉框中选择【取值范围&枚举范围】，并按顺序填写如下：
- *字段: score
- *取值范围行-第一组: 期望值输入 1，操作符选择 大于（>）
- *取值范围行-第二组: 点击右侧【+】添加第二条，期望值输入 10，操作符选择 小于（<）
- *条件关系: 选择【且】单选按钮
- *枚举值行-枚举值类型: 选择 in
- *枚举值行-枚举值信息: 依次输入 1、2、3
- 强弱规则: 强规则
- 过滤条件: 无
- 规则描述: score取值范围1到10且枚举值in 1,2,3
4. 点击规则行【保存】按钮，再点击页面底部【保存】完成规则集创建","1. 规则集管理页面打开，列表显示已有规则集数据行
2. Step 1 基础信息校验通过，进入 Step 2 监控规则页面
3. 规则配置区域展开正常，字段、取值范围、枚举值、条件关系和强弱规则均可正常录入
4. 规则集保存成功，规则列表中对应规则显示：
1) 规则类型显示「取值范围&枚举范围」
2) 字段显示 score
3) 取值范围显示 >1 且 <10
4) 枚举值显示 in '1,2,3'
5) 且或关系显示「且」
6) 强弱规则显示「强规则」","1. 
2. 
3. 
4.","","1","功能测试","功能测试阶段","正常","0","3","4","通过","向林","2026-04-10","","0000-00-00","1","",""
"183338","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】完整性，json中key值范围校验(#10460)","","数据质量 数据质量报告 质量报告-展示验证 验证质量报告中不包含校验方法的详情说明格式正确","1) 已在Doris数据源中准备测试表及数据：<br>CREATE TABLE qa_test.test_json_key_range (<br>  id INT,<br>  info JSON,<br>  extra_info VARCHAR(500)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3<br>PROPERTIES(“replication_num“ = “1“);<br>INSERT INTO qa_test.test_json_key_range VALUES<br>  (1, &#039;{“key1“:“张三“,“key2“:25}&#039;, &#039;{“key1“:“test“}&#039;),<br>  (2, &#039;{“key1“:“李四“}&#039;, &#039;{“key2“:“test2“}&#039;),<br>  (3, &#039;{“key2“:30}&#039;, NULL);<br>2) 已通过【数据质量 → 规则集管理】页面，点击【新建规则集】，在 Step 1 基础信息中选择数据源=Doris、数据库=qa_test、数据表=test_json_key_range，规则包名称“不包含校验测试包“，点击【下一步】进入 Step 2 监控规则，在规则包“不包含校验测试包“中点击【新增规则】，统计函数选择【key范围校验】，字段选择 info，校验方法选择【不包含】，校验内容选择 key1 和 key2，点击规则行【保存】，再点击页面底部【保存】完成规则集创建；并通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】，在 Step 1 基础信息中规则名称=task_json_not_include_test、数据源=Doris、数据库=qa_test、数据表=test_json_key_range，点击【下一步】进入 Step 2 监控规则，通过【导入规则包】导入“不包含校验测试包“，点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功并已执行完成；在【数据质量 → 校验结果查询】页面已生成对应实例记录，且实例详情中同时存在校验通过行和校验不通过行","1. 进入【数据质量 → 数据质量报告】页面，等待页面加载完成
2. 找到“task_json_not_include_test“，查看最新一次执行的报告详情
3. 分别查看校验通过行和校验不通过行的“详情说明“列内容","1. 数据质量报告页面正常打开，报告列表加载完成
2. 报告详情页正常打开，数据加载完成
3. 1) 校验通过行：详情说明=符合规则key范围不包含“key1-key2“
2) 校验不通过行：详情说明=不符合规则key范围不包含“key1-key2“
3) 两者格式均正确体现“不包含“校验方法","1. 
2. 
3.","","1","功能测试","功能测试阶段","正常","0","3","3","通过","向林","2026-04-10","","0000-00-00","1","",""
"183337","数据资产_STD(#23)","/版本迭代测试用例/v6.4.10/【内置规则丰富】完整性，json中key值范围校验(#10460)","","数据质量 数据质量报告 质量报告-展示验证 验证质量报告中校验不通过行的各列展示内容正确","1) 已在Doris数据源中准备测试表及数据：<br>CREATE TABLE qa_test.test_json_key_range (<br>  id INT,<br>  info JSON,<br>  extra_info VARCHAR(500)<br>) DISTRIBUTED BY HASH(id) BUCKETS 3<br>PROPERTIES(“replication_num“ = “1“);<br>INSERT INTO qa_test.test_json_key_range VALUES<br>  (1, &#039;{“key1“:“张三“,“key2“:25}&#039;, &#039;{“key1“:“test“}&#039;),<br>  (2, &#039;{“key1“:“李四“}&#039;, &#039;{“key2“:“test2“}&#039;),<br>  (3, &#039;{“key2“:30}&#039;, NULL);<br>2) 已通过【数据质量 → 规则集管理】页面，点击【新建规则集】，在 Step 1 基础信息中选择数据源=Doris、数据库=qa_test、数据表=test_json_key_range，规则包名称“key范围校验测试包“，点击【下一步】进入 Step 2 监控规则，在规则包“key范围校验测试包“中点击【新增规则】，统计函数选择【key范围校验】，字段选择 info，校验方法选择【包含】，校验内容选择 key1 和 key2，点击规则行【保存】，再点击页面底部【保存】完成规则集创建；并通过【数据质量 → 规则任务管理】页面，点击【新建监控规则】，在 Step 1 基础信息中规则名称=task_json_key_range_test、数据源=Doris、数据库=qa_test、数据表=test_json_key_range，点击【下一步】进入 Step 2 监控规则，通过【导入规则包】导入“key范围校验测试包“，点击【下一步】进入 Step 3 调度属性，点击【保存】，任务创建成功并已执行完成；在【数据质量 → 校验结果查询】页面已生成对应实例记录<br>3) 存在质检结果为“校验不通过“的记录","1. 进入【数据质量 → 数据质量报告】页面，等待页面加载完成
2. 找到“task_json_key_range_test“，查看最新一次执行的报告详情
3. 找到质检结果为“校验不通过“的规则行，逐列查看各字段值，并点击操作列的【查看详情】按钮","1. 数据质量报告页面正常打开，报告列表加载完成
2. 报告详情页正常打开，数据加载完成
3. 该规则行各列展示正确：
1) 规则类型列=完整性校验
2) 规则名称列=key范围校验
3) 字段类型列=json
4) 质检结果=校验不通过
5) 未通过原因列=key范围校验未通过
6) 详情说明列=不符合规则key范围包含“key1-key2“
7) 操作列显示【查看详情】按钮，点击后跳转至明细页","1. 
2. 
3.","","2","功能测试","功能测试阶段","正常","0","2","3","通过","向林","2026-04-10","","0000-00-00","1","",""
