"path","area","kind","size_bytes","line_count","sha256","disposition","target_pattern","reason_codes"
".claude/skills/case-draft/scripts/prd-frontmatter.ts","claude-skill","text","4101","129","6e76c78ea0f9dadc54e8e87541b02083f85ce9101cb524282d417a13d22b3bb4","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-draft/scripts/search-filter.ts","claude-skill","text","4929","156","e071a634fc86163391dd854885442d4b3068f333b493555050804bb2b6fae4f6","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-draft/scripts/source-analyze.ts","claude-skill","text","8801","287","b6ed883bb23a4d736bf6c7eaa5a394917f257347f68321009ddbf45cb0c9fa43","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:2"
".claude/skills/case-draft/scripts/test-case-flow.ts","claude-skill","text","7483","240","344adcc84ddad8685ee85135e2807297b3db57c6ad0de2b7d834f61782772d32","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:1;NONDETERMINISTIC_INPUT:1"
".claude/skills/case-draft/scripts/test-case-flow/project-resolver.ts","claude-skill","text","1525","48","e0568faa46d3be535af158267b5cfc383e02575826f25c2d07e81ecc6760fe3c","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-draft/scripts/test-case-flow/session.ts","claude-skill","text","8624","340","efa7154907f9f9049f996dfeb8a59e5fb07101a10cfec70b42f59beb955b7a0d","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","NONDETERMINISTIC_INPUT:1"
".claude/skills/case-draft/scripts/test-case-flow/source-consent.ts","claude-skill","text","982","41","81e12246d0e6909cd76c55459e71efd01cfd8b04662219e22350d5a9f1e8958d","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","NONDETERMINISTIC_INPUT:1"
".claude/skills/case-draft/scripts/test-case-flow/source-resolver.ts","claude-skill","text","856","28","63051b2a1a8a5241031d8cbf52a08f5af4802b0fb548b57cb419d1058c4d048f","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-draft/scripts/writer-context-builder.ts","claude-skill","text","11570","363","74e651696cbc75772c64e704100394a56129f64635c1a9f8acf85986646d3a2f","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-draft/templates/archive.md.hbs","claude-skill","text","1829","79","750e9757cbd5f7142a6057ad699a74b347d42dd23cba5c0c325b6fbf0650b3c3","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/SKILL.md","claude-skill","text","5888","59","f6c3c019d537363a9cc92a69a2b4de40eb8a15af5ee4a3ca2f349dcca706a0f8","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/references/apply-corrections.md","claude-skill","text","6071","138","ee663c741ec381d8650fa5e1b701b5a86f5f39c75524b4bd45a61c9a122b6748","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/references/archive-xmind-sync.md","claude-skill","text","3104","29","e69da4105e6398808a74254bab026fb6e94c3c5575cf3898e381f79d5558fa67","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/scripts/history-convert.ts","claude-skill","text","324","9","b90d1823407c630f26f2abe0df3aac33a283eb43e320228ba024564326441a4c","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/scripts/history-convert/cli.ts","claude-skill","text","14011","433","07c08d2246951111fe03b1b226c494fa0ff3f7fa7b22cc53ce2a95a3bc15c2ac","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:1"
".claude/skills/case-edit/scripts/history-convert/convert.ts","claude-skill","text","10485","333","c021f60a492647f8d33d50fdeb34d5bfd20411fb96266dcac0375347826ad95e","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:1"
".claude/skills/case-edit/scripts/history-convert/csv.ts","claude-skill","text","17667","548","ddb9eea2e3876dd6ba79d88b330b44203040564e4776f73275a000d235f24842","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/scripts/history-convert/paths.ts","claude-skill","text","3428","104","d01f18f3b9d4e1ef2913612e4892dbc9bef5eea0d3872fea6d1cda1814d02724","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/scripts/history-convert/tags.ts","claude-skill","text","2206","90","4bb52202873dab9d8b4352ba02775ca7f29a627c95c16a542a4113aef75b1580","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/scripts/history-convert/types.ts","claude-skill","text","1432","63","7ba09837d0424de64435756b52bc84fcda7c8887fad2a45d3db375a80d6d3b06","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-edit/scripts/history-convert/xmind.ts","claude-skill","text","15327","491","9f7915be9f1dd75139ed57ba52cd8d1f0d9ddbd886d415665d02bc8f3588d00b","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-hotfix/SKILL.md","claude-skill","text","5504","55","2a0be562d97f7ee4fcd919c71f3472e84fce980717f728e9c6b12a5ec2fe2f4f","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/case-hotfix/references/hotfix-archive-format.md","claude-skill","text","11786","235","219e1be65c702f9a0dbbfedc918d21c9e1771fd61f309b113c20e1251b1b8fa4","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/defect-analyze/SKILL.md","claude-skill","text","4576","82","b0810cd7d342104b5aa72350767886697229f154e219192ac6aa80635bcf6b74","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/defect-analyze/scripts/defect-report.ts","claude-skill","text","4186","115","402de4f73fa335c8f345c66e6e6b77b3ca7d00874b4b9301c28637703ec1785e","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:3"
".claude/skills/defect-analyze/scripts/scan-report.ts","claude-skill","text","13999","389","e62f2112c5ea9447d670e315bec4cf27d74ed34aa4fe86e4bd040ec3549e9011","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:5;NONDETERMINISTIC_INPUT:1"
".claude/skills/defect-analyze/templates/bug-report-zentao.html.hbs","claude-skill","text","11999","131","e23274fd8437cb992e67b01e5486e87f880c3068b2ff1504a9f2543d51c08c0d","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/defect-analyze/templates/conflict-report.html.hbs","claude-skill","text","12795","485","d24aeb18a126fdf9fc9e37ed27164ed6b7c2aaf7d32fb6c7d256d90d73414cfb","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/defect-analyze/templates/scan-report.html.hbs","claude-skill","text","12435","235","3edea728b676f0433484865401d1f0e6a6e762b7bd6ad83a450141f34cecee0f","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/infra-diagnose/SKILL.md","claude-skill","text","2553","44","72c08606f771c0f208e516e9d4ac3c464ffa2e695c25097c15f1fc98ec9c764a","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/infra-diagnose/references/diagnostic-playbook.md","claude-skill","text","2947","48","bd984e8d2c9b8455dde15534898d3b56396c79dd50816ec2baee93f6daf4fa63","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/infra-diagnose/references/knowledge-format.md","claude-skill","text","1794","48","abddbefc6892d7e744b9da1fbea8e979a5d60eed732a43598ad68ba2e6e5458b","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/infra-diagnose/references/ssh-protocol.md","claude-skill","text","2538","51","806f12d50fb60d4d97c6aa6c77de8a47e67cbe79ca0e266da81ac437dd5d201b","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/SKILL.md","claude-skill","text","2328","42","0c52f5d1d462553d3c3cf8409cadb08bb80b8795257694321f5b320e55265b51","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/scripts/knowledge-curate.ts","claude-skill","text","298","8","8b3cd7e35cd14d5e477e2f7e1f9f893096a06bf65bf726f4bb5318081b82fec8","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/scripts/knowledge-curate/cli.ts","claude-skill","text","6348","251","79182a0dba301d53007c2f49133671686a37aa00cd489d393e4229e45919406b","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/scripts/knowledge-curate/index-data.ts","claude-skill","text","9304","319","545e3c72fd8250ea8a08a09293ce91a18a2c7577f4456d6f3459c0baa80197c1","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/scripts/knowledge-curate/maintenance.ts","claude-skill","text","6217","198","31c955161c4543fb362b30625a70be990b414a41f6bcc3c8b2888bd090700ffd","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/scripts/knowledge-curate/read.ts","claude-skill","text","4457","137","2b1125f7a48d48f0ee29dcc0c04a493d6e3ade4e219bf1b3a2b5ed74728b0c0a","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/knowledge-curate/scripts/knowledge-curate/update.ts","claude-skill","text","5963","206","7796b9a3703f46fc91e016fee85cd1ee7aa90a4057afe2ca8775f294eac51573","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:1"
".claude/skills/knowledge-curate/scripts/knowledge-curate/write.ts","claude-skill","text","7239","231","39622ee3802c78a350d8a8e7c0b7eea3259feb3aa2b43d5e65d5524d53ac9626","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/SKILL.md","claude-skill","text","12213","121","47b5bbb5b9fce4dabd80d03ae44c2ec382782b7dd6ba0a0692e66828b95a42ba","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§1-case-normalize.md","claude-skill","text","11394","152","4aba029c365de2132ce02bf53e57b18bbe43a1326e065ec029820b4ed16cfdf2","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§10-quality-gate.md","claude-skill","text","1113","17","381b1b9f426a095ab4117b866b615cbb2b6c028d514029e73e4eb785f4cabfbc","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§11-handoff.md","claude-skill","text","2362","38","d3b888296bec0d09e80dd0ba3bbaf5c8046df12d301d2811a13e12865ca36dde","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§12-case-feedback.md","claude-skill","text","8583","154","37b7658267adea6e54626046a4d7053ab50b94d43192c9956e709949bbc279f3","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§2-env-preflight.md","claude-skill","text","8364","149","7dc92fb9b9a8935f46378434bad603a48266b0737c7666b3f0369311defe5ce0","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§3-ui-plan.md","claude-skill","text","3236","46","9a2b949439d2b7c520fd64e4d371453862fbe436667d7894f56e5238a71f56bf","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§4-ui-probe.md","claude-skill","text","7759","127","74ab5e3fff40ecf737bf969a0a4e606eeb6580fb92eb898afd0c939f10df1967","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","WAIT_FOR_TIMEOUT:1"
".claude/skills/playwright-automation/phases/§5-plan-reconcile.md","claude-skill","text","4247","85","2851e376f5aa2c0c425754155a23b6bee20bc9c6b8de496cbc2f14eb98edfd9c","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§6-playwright-generate.md","claude-skill","text","12678","199","78be68bdcc6933090b73c7a6d202550b37b17dead991d460e2d773dd4d105503","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","WAIT_FOR_TIMEOUT:5"
".claude/skills/playwright-automation/phases/§7-self-run.md","claude-skill","text","4016","72","4e8f47cb6f534daf8ff2f4ec1807b1cda7d75358131382851665681cdab8eea0","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§8-run-triage.md","claude-skill","text","4733","92","fff1740d7710c027e1f1e8d020de16c779a2871e8b6fcdf586bd83f129a7ddcc","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/phases/§9-repair-loop.md","claude-skill","text","4589","86","0e8f74ba5e89e3582f260075857b478e5c11104440f28e9bb988199880d2bb79","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","SKIP_OR_FIXME:2"
".claude/skills/playwright-automation/prompts/agent-precondition.md","claude-skill","text","1956","28","5359e68e99c21d4d24f2d9944b6f0142d4117cbd9be7a807f738e5053fbeb04c","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/prompts/agent-quality-reviewer.md","claude-skill","text","3270","74","98ff3ea7eb35424ff96179415c509744e624b644c8408edb3f69735c2bd0d0f5","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","NTH_SELECTOR:1;SKIP_OR_FIXME:1;WAIT_FOR_TIMEOUT:1"
".claude/skills/playwright-automation/prompts/agent-spec-reviewer.md","claude-skill","text","2479","62","1bd0c015d580159bb84620632a4c71a9915b923d6340283e2ef648b30bf29811","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/prompts/agent-worker.md","claude-skill","text","4421","77","a4ef0a15fa989d5f4048f85466e382bd3fe1877b0a19b0c7c7aea39420a6f608","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/references/cli-essentials.md","claude-skill","text","11494","260","c5374b0e4b797708887c5431d0eb4ea5f4b0e526c0230a40c5cec5f4c9cf629c","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/references/db-runtime-sql.md","claude-skill","text","3593","58","d2c43a6c7688d2171f9c2d1b5886c2fdaa3a03b1aa507d07ee899075be4819a5","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/references/directory-structure.md","claude-skill","text","4081","120","697a527fa0e47914424b1c820dc014a69e77a3e247d41a8f4787ca3fabe3a170","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/references/execution-protocol.md","claude-skill","text","6498","99","0a1a53bbeb7717b17983d7cd58bf355da0fcd79cfabf730c6c5a939068fc7d63","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/scripts/build-case-tasks.ts","claude-skill","text","10747","313","069abc7c96120f7da0644be905a37352101e6e68298de5880d3960123d560959","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:1"
".claude/skills/playwright-automation/scripts/handoff-render.ts","claude-skill","text","3206","89","e196801b6236afbe2e023787196daad7efd337ec401cc9dc580472f590b77005","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/playwright-automation/scripts/report-to-pdf.ts","claude-skill","text","15165","473","6ef3af96be3b7b769f6ae0366bedf1d1a15376c31cf1aae5f9af38e6ea841fe8","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:2;NONDETERMINISTIC_INPUT:1;WAIT_FOR_TIMEOUT:1"
".claude/skills/playwright-automation/scripts/run-tests-notify.ts","claude-skill","text","12907","374","3c45108db3d3758cd2883235b55bd77da01c9d909bb7191a73e0c0b3c5eac41c","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:1;NONDETERMINISTIC_INPUT:3"
".claude/skills/playwright-automation/templates/handoff.md.hbs","claude-skill","text","2118","84","764b0424e2d0d507b2a522fc5706fcce5b7b257192a069588e89154a47f26507","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/workspace-manage/SKILL.md","claude-skill","text","3699","44","19ae9d34636a0f0b9a115bc552992129164224f0acd79db3b148df95262bf952","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/workspace-manage/scripts/create-project.ts","claude-skill","text","7466","255","b4890222bfaed1b29f07b62738a3123c3bf83ee5266eecb42d6bb6d91c981603","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/workspace-manage/scripts/init-wizard.ts","claude-skill","text","9871","348","d1a7e8df244dbbb2a77f543f08b3d95e4a0cfad6fa24fd578faaee21d7946277","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","CATCH_BLOCK:2"
".claude/skills/workspace-manage/templates/project-skeleton/knowledge/overview.md","claude-skill","text","756","29","2f7ca97d96a79b94614f3ce3fb3718aec4f275fd3205caed5aecf60cc0b17694","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract","BROKEN_LOCAL_LINKS:2"
".claude/skills/workspace-manage/templates/project-skeleton/knowledge/terms.md","claude-skill","text","220","8","4c9e72cb98b0f90b061d4b4217c45837e0e75e4e90a46eeaf5ee835b98da234a","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".claude/skills/workspace-manage/templates/project-skeleton/rules/README.md","claude-skill","text","674","17","a1eb75853e3efc5a416134f15251613ea47769c12e26509076e5a24ec7925b05","thin-claude-adapter",".claude/skills/<name>/ thin Claude adapter + skills/<name>/ common contract",""
".codex-plugin/plugin.json","root","text","1348","31","036e8d4b72ba51433662f8b262a4509490f3f8711d0829ed10ca9a5f67a3ebd8","retain-and-revalidate",".codex-plugin/plugin.json",""
".env.example","root","text","1694","60","0fdff191047756b1e006846ba79d52de67d3eb4175225b56f6d0c32979e2af34","retain-and-revalidate",".env.example",""
".gitattributes","root","text","182","5","c2685386c2a85828d6090e4b1db5a5f0ec88516a28c9694b2110b2e0490a7292","retain-and-revalidate",".gitattributes",""
".github/ISSUE_TEMPLATE/bug_report.md","ci","text","324","31","f00b630c9e20513e4b706ae8ec808fab45a0db94f3746e96cb3a826f3fcc769e","update-ci-contract",".github/ISSUE_TEMPLATE/bug_report.md",""
".github/ISSUE_TEMPLATE/feature_request.md","ci","text","253","19","faff5934bb3ffee70b0cd578f678646fca5b2040a9cf8205aab2b26ca9919557","update-ci-contract",".github/ISSUE_TEMPLATE/feature_request.md",""
".github/PULL_REQUEST_TEMPLATE/pull_request_template.md","ci","text","196","14","f1180614f7faddafdc98984254365417bb30c48def7a1c9863d0ccdfe429b35d","update-ci-contract",".github/PULL_REQUEST_TEMPLATE/pull_request_template.md",""
".github/workflows/ci.yml","ci","text","320","21","8cf52c103fda8d56a817af57c95631b7c97994e8795a83a1df244e8a9f1d3bc5","update-ci-contract",".github/workflows/ci.yml",""
".github/workflows/features-index.yml","ci","text","1181","39","eda3382fb044b3315f1f71c5e2f39a8f1380fa8c0dcf6bbb7746ae34cabde787","update-ci-contract",".github/workflows/features-index.yml",""
".github/workflows/features-lint.yml","ci","text","758","31","c636b5c5fe3c19b448c60567d5f2a774b28352401f45ecd7a1d0732d470cd95f","update-ci-contract",".github/workflows/features-lint.yml",""
".github/workflows/gitignore-no-bloat.yml","ci","text","549","18","47de741457c86dcef80cfe8d9c211c1bebf2f092f9e0070643ccc9ff7ed353a5","update-ci-contract",".github/workflows/gitignore-no-bloat.yml",""
".github/workflows/schema-check.yml","ci","text","389","19","2e154e58c9f9742d092f44691263ac66466ecf12a8b6e17e03c2d952ce1ca3f9","update-ci-contract",".github/workflows/schema-check.yml",""
".gitignore","root","text","835","43","dbceb3fc7fbd372b58d2405d888ea6258820d6c2baade9cbbecfcbf4936ea449","retain-and-revalidate",".gitignore",""
".vscode/settings.json","root","text","38","4","5149ca3224169ebdc10eb4baa2a1b084fd914d76e426b528e31a1f1a1eaffe0c","retain-and-revalidate",".vscode/settings.json",""
"AGENTS.md","root","text","2456","34","d1b39fe5eef8f0ab5e5d3aafa94d2d2574857e9fcfe1b65b6f189be6497d6b78","retain-and-revalidate","AGENTS.md",""
"CHANGELOG.md","root","text","2666","58","1b8aeb4ed03194a752cde4c26ea6755970aecd92c3f3a195fda77585e65c6760","update-documentation","CHANGELOG.md",""
"CLAUDE.md","root","text","7061","81","04afd647dee3d7f9fa115af15de2d832b594e4ac1e7f7657011e9308ad867460","retain-and-revalidate","CLAUDE.md",""
"CODE_OF_CONDUCT.md","root","text","542","19","e667f785998175c87c21bf481fe0fb430619a623ede7691dd36cdc4487e93561","retain-and-revalidate","CODE_OF_CONDUCT.md",""
"CONTRIBUTING.md","root","text","670","34","e81d154d577abcda0464a6832bcb4923de2d214fdb8d3eb80e26d9f9f387c3c8","retain-and-revalidate","CONTRIBUTING.md",""
"INSTALL.md","root","text","3033","106","6e844de9dffab9381789912e2ae864e0b4299f59dcd74b03260c76d1898f5c8b","update-documentation","INSTALL.md",""
"LICENSE","root","text","1074","22","76e3a5ddac4762de70ce849ba7fc77ae2ddb11d1446c0f071cf1c10c6a0e9af1","retain-and-revalidate","LICENSE",""
"README-EN.md","root","text","7122","157","6f6cb7f472e855e616db48c16fadd7b21d4e2768ebbfae2ddcf163b8827b32d5","update-documentation","README-EN.md",""
"README.md","root","text","6973","157","a06e2d9c01add2a0204f4b140f07b46d53b8a4c61ff66da76562b7d4a30cd540","update-documentation","README.md",""
"assets/diagrams/kata-project-overview.svg","docs-asset","text","4563","68","26a8c5a1b424667abd4a81095daf983cfc7e5d22b6e535b679c29369fc99b06e","retain-and-revalidate","assets/diagrams/kata-project-overview.svg",""
"biome.json","root","text","1439","67","91011b67a57c1d9f0cd08dba9ae304c8307daad914845c293bff1dac5e38a25f","rewrite-build-contract","biome.json",""
"bun.lock","root","text","71163","576","2b2fc1ed962c24e8528984ef32f56929ca5d258342e2b90c9329e35db358f346","retain-and-revalidate","bun.lock",""
"bunfig.toml","root","text","76","4","08d554b67bca2a248c9712af064013870843ff0b64e015c931920a415c6a1900","retain-and-revalidate","bunfig.toml",""
"config/AGENTS.md","config","text","1047","11","323ffe1d9d83b84868f00529f39e787bac5f1c86a881f06ebcde5a0613879db7","retain-and-revalidate","config/AGENTS.md",""
"config/env.example.yaml","config","text","294","24","7146aea453946c1a7f3b328ea78f38c17c9b116f0d054ae40ddefed57628e70d","retain-and-revalidate","config/env.example.yaml",""
"docs/CODEX-SKILLS.md","docs","text","1752","50","942cdd2fee728aa9f98cd16f426389766841751872b4679bf475c05f42958906","update-documentation","docs/CODEX-SKILLS.md",""
"docs/DOCS-STYLE-GUIDE.md","docs","text","2832","72","83011d0fdc03aa835053f8c7d00a1aa0be27735ab2819e152b83d4c7e1159a25","update-documentation","docs/DOCS-STYLE-GUIDE.md",""
"docs/contracts/CLI-CONTRACT.md","docs","text","4369","143","feaec9f73f93b9e46b57634ea755dd558197ea340ff69b0fdb4b95ca1d6d7589","update-documentation","docs/contracts/CLI-CONTRACT.md",""
"docs/superpowers/plans/2026-07-17-task-persistence-completion-gate.md","docs","text","4676","103","a2f3fbee11d7dc28881e6074f021220891e54a3b423bc13f1cd18dc4f60956bf","update-documentation","docs/superpowers/plans/2026-07-17-task-persistence-completion-gate.md",""
"docs/superpowers/specs/2026-07-17-task-persistence-completion-gate-design.md","docs","text","3193","72","0f2498716fa2e30633a7ffff25fdd233cc5bb8cd8ef8986086a6105c478cc84a","update-documentation","docs/superpowers/specs/2026-07-17-task-persistence-completion-gate-design.md",""
"lib/db/connection-string.test.ts","root-library","text","3492","98","43303d83ff9ddd8ea1f226c1254bb888a089f2340771812095a5d51a648f25c4","move-to-core-package","packages/core/",""
"lib/db/connection-string.ts","root-library","text","3865","100","11d839ccfeae225542e2d6e83455e94e289d60e54b2c778cde4889088e6bfb99","move-to-core-package","packages/core/",""
"lib/db/db-smoke.test.ts","root-library","text","1150","27","92a792c084b6c85f87873fc028ef6f89c6ba283f2bd523e7c02d3c0700c85163","move-to-core-package","packages/core/",""
"lib/db/index.ts","root-library","text","7548","209","fcd2387144ab6e6e91bd8c8570b8139585b8e7589d11164bc4c4d92a2140f3b1","move-to-core-package","packages/core/",""
"lib/db/sql-split.ts","root-library","text","1864","60","5d7587a6eae1ddbf3964923d5a3eecd502c87be18b0c7fc371760b9681dc24be","move-to-core-package","packages/core/",""
"lib/playwright/README.md","root-library","text","1403","42","b5f45d9eb673c5bba3c1e2c2df5bfd41bae7e98c27460423d140de82e7323d4c","move-to-core-package","packages/core/",""
"lib/playwright/ant-design/index.ts","root-library","text","712","41","4ab2cd066fe21d2d0731ea6a6626e2883d401fe45043780affd89b77c5140aa9","move-to-core-package","packages/core/",""
"lib/playwright/ant-design/interactions.ts","root-library","text","16752","483","c6ad19fdc16ebd3597724fb67fae9ee866cc06049c66aa1832cadd1e620e4798","move-to-core-package","packages/core/","CATCH_BLOCK:9;NONDETERMINISTIC_INPUT:6;NTH_SELECTOR:1;WAIT_FOR_TIMEOUT:7"
"lib/playwright/ant-design/navigation.ts","root-library","text","1201","35","fa7eb935327326cbbbb4dd3a28231ed9e89b70d5d72bf2b2bed62a6c42892ad4","move-to-core-package","packages/core/","CATCH_BLOCK:2;WAIT_FOR_TIMEOUT:2"
"lib/playwright/index.ts","root-library","text","434","18","200c111299e7b880be8c7dc5b539bba212a3764ec7a09aa25968965651852e81","move-to-core-package","packages/core/",""
"lib/playwright/utils.test.ts","root-library","text","1181","41","5e618f71144efd6fe207c00be2e9f962e5cb6bba96662e7d55f2cb7ac87c26ed","move-to-core-package","packages/core/","NONDETERMINISTIC_INPUT:1"
"lib/playwright/utils.ts","root-library","text","473","23","97869fc4a8de6daf460594ba5b0c289bf381076c7728ea6f1073c8f6579b6f27","move-to-core-package","packages/core/","NONDETERMINISTIC_INPUT:2"
